ref,family,campaign_title,send_date,send_time,campaign_id,item_id,expanded_image
A01,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-18,08:30,13cm1qf,e398eea8-76d3-467b-a75f-ba0acb1cd2a8,https://images.kiranaclub.ai/widget3/July/1/751f1d95-09d6-43b1-a99d-9fcef5936826/1782907842144.webp
A02,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-19,08:30,~1ka90nd,c49ca000-6a48-4680-b69b-80028e26ffb9,https://images.kiranaclub.ai/widget3/July/1/74d6204f-a777-4431-b889-383cee3b705e/1782908436377.webp
A03,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-20,08:30,~214ro7o,a2fb2bb0-16f0-4043-8823-2547f2cf0cb4,https://images.kiranaclub.ai/widget3/July/1/82956942-28dc-4bb7-99d1-cb37bb6c1d16/1782909032585.webp
A04,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-21,08:30,2gs6qhn,78087899-3f7c-4877-8f64-be1323a58f96,https://images.kiranaclub.ai/widget3/July/2/30bed1d7-98b6-45e4-80e3-6b87e28a9314/1782983335839.webp
A05,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-22,08:30,2nf03i9,4feb6446-b639-4242-bfd2-f1cc8f700ced,https://images.kiranaclub.ai/widget3/July/2/b96a16a7-6ea2-43d6-8aee-aee7c9896600/1782983574193.webp
A06,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-23,08:30,3e48ljp,abeb6565-da43-4433-a726-e49020b65a32,https://images.kiranaclub.ai/widget3/July/2/64e3e322-8ef2-4dea-81d6-74bce2fdc23c/1782983787597.webp
A07,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-24,08:30,9fgoci,425260e9-e422-49d6-b403-49e06b9ae6da,https://images.kiranaclub.ai/widget3/July/2/5f144bd4-eb6b-45fc-ae3e-f5074f784f89/1782984077477.webp
A08,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-25,08:30,2snic3,c2e669c6-0990-45a6-bfa2-a99fdce03d24,https://images.kiranaclub.ai/widget3/July/2/42ebcc6c-5599-4c63-8cfc-4fb5b0972a79/1782984282150.webp
A09,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-27,08:30,~qd3oa8,03e56ac8-57c3-4c05-ba46-f21a94bda6ee,https://images.kiranaclub.ai/widget3/July/15/af4bdb33-7e60-4ef5-bc41-5ac7186cab8a/1784108500977.png
A10,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-28,08:30,cndbm2,835f64bf-0338-45fb-9475-7a5837ba9335,https://images.kiranaclub.ai/widget3/July/27/6edf827d-2afe-40be-99e1-17dca0884750/1785135835134.webp
A11,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-29,08:30,~2hfapsf,682f30be-b304-4623-af47-28fca4049bf0,https://images.kiranaclub.ai/widget3/July/27/d7698b41-1c51-4f3b-acdd-3bea5bba90e1/1785136197894.webp
A12,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-30,08:30,2gs6pe7,b8df6f23-c98a-4d06-86d6-57a68af2ca55,https://images.kiranaclub.ai/widget3/July/27/b4f68da5-1756-421d-9dbb-c9c4105e7fcf/1785140393402.webp
A13,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-07-31,08:30,1gf8cqh,68e31e07-5b17-4f5b-9bae-cfeb1b04a5d2,https://images.kiranaclub.ai/widget3/July/30/80207f9d-170b-498e-a373-b142074ee0de/1785389916555.webp
A14,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-01,08:30,20hnori,682f30be-b304-4623-af47-28fca4049bf0,https://images.kiranaclub.ai/widget3/July/30/ab7f837e-c784-46af-8a79-d92c224b51ef/1785438719227.webp
A15,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-02,08:30,~1dnfoni,d53353da-7256-42c7-a3fd-cd9047fbcff2,https://images.kiranaclub.ai/widget3/July/30/c0d9f9f4-4000-4aba-a626-d5c8571afd09/1785441340030.webp
A16,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-03,08:30,mi36c7,91b8fffa-16f2-4283-8adc-93c321f327d2,https://images.kiranaclub.ai/widget3/July/30/5f457a79-a2d2-42b2-bc98-3f3f75ec70ed/1785443634944.webp
A17,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-04,08:30,3e48kij,2520462b-f456-49a2-aa1a-b704bf900b79,https://images.kiranaclub.ai/widget3/July/30/1365e792-2202-4e32-8a32-7af4b6d41f3c/1785445968378.webp
A18,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-05,08:30,2k73e2a,b8df6f23-c98a-4d06-86d6-57a68af2ca55,https://images.kiranaclub.ai/widget3/July/16/7802b88a-34c5-4119-b5fc-8bc93bc230c0/1784197262348.png
A19,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-06,08:30,~2ashjo5,ae38dc9a-4d40-49b1-befe-a636f8e79c17,https://images.kiranaclub.ai/widget3/July/16/40fe46d2-2e1f-4747-88cb-0d1c16ca1920/1784200048944.webp
A20,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-07,08:30,~6no64m,f743b88e-988b-4526-bbab-58ffcf71fc46,https://images.kiranaclub.ai/widget3/July/16/645287e5-5e71-432b-bde6-1fe230dbf03a/1784199625560.png
A21,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-08,08:30,9fgnb4,2262078e-6c56-44e9-9dae-f914d8b16c1c,https://images.kiranaclub.ai/widget3/July/16/a5dceedc-94b3-4d2a-b3c5-cf2152618b71/1784201973460.webp
A22,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-09,08:30,2snha7,acc76314-f5fe-464f-8986-0a91914da0fa,https://images.kiranaclub.ai/widget3/July/16/3c95cad8-2611-4ca8-8036-86c5fb39bbaf/1784202110057.png
A23,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-10,08:30,9fgnal,c55d74a3-a38d-4ac6-858e-baf826a376b0,https://images.kiranaclub.ai/widget3/July/16/32e6fa38-2e04-467c-96f6-127fffaf95bb/1784203068795.webp
A24,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-11,08:30,1q9r7ea,488e0429-c25e-42c3-b772-9b208c19ac95,https://images.kiranaclub.ai/widget3/July/16/5725f28a-81be-41b6-a8fc-a9bba15c9cfa/1784204984324.webp
A25,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-12,08:30,3hc57f9,8fa00ffe-0999-4715-9854-0b67d343ac4e,https://images.kiranaclub.ai/widget3/August/6/230ac9a6-a273-481f-b8ee-9f6ba214da8f/1786021761586.webp
A26,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-13,08:30,37hfd01,a20bbfa9-3a91-45a5-b519-b43559d44d9f,https://images.kiranaclub.ai/widget3/August/6/1d0b92b5-b8ff-4381-a744-454f41a52485/1786022576875.webp
A27,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-14,08:30,3apc1en,a60a32e8-bfa7-41bd-a50d-29c2087fa67f,https://images.kiranaclub.ai/widget3/August/6/750ea8df-8719-4e45-8f24-b6a48e234fd2/1786023200118.webp
A28,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-15,08:30,9fglm9,8ed75268-e7d8-498d-993b-41292b574aa5,https://images.kiranaclub.ai/widget3/August/7/cb783cdc-eb1c-44d5-8761-6bb7bb2d428e/1786090034509.webp
A29,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-16,08:30,1gf8ami,d63e539c-539b-48d8-ab73-e4fc050e04a4,https://images.kiranaclub.ai/widget3/July/21/a27e9ac3-be18-4777-9ef8-e5c9f20dbeca/1784634958050.webp
A30,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-16,20:30,~a2komh,ae38dc9a-4d40-49b1-befe-a636f8e79c17,https://images.kiranaclub.ai/widget3/July/16/40fe46d2-2e1f-4747-88cb-0d1c16ca1920/1784200048944.webp
A31,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-17,08:30,~1afj9d2,cb52ff77-32d0-49d8-ab18-211bb9ca08f0,https://images.kiranaclub.ai/widget3/July/21/15854699-94ab-4b0c-aa84-1b02a4af877f/1784635665163.webp
A32,"Reactivation Exp (Image PN, Scheme/FMCG)","Reactivation Exp (Image PN, Scheme/FMCG) 08:30 - Image PN",2026-08-18,08:30,~1h2cfdh,e9a0793d-8bb9-4a52-bb25-b324c3a889df,https://images.kiranaclub.ai/widget3/July/21/b3730edb-0fca-456c-afe3-98366672f64e/1784640266680.webp
B01,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-18,13:30,1d7bpiq,38758148-d67a-43db-8e33-047fe9cbea4d,https://images.kiranaclub.ai/widget3/June/29/810df006-1afe-4e1b-820e-12a05b0a7726/1782740542288.webp
B02,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-19,13:30,~1dnfngo,c7ccbf0c-d8a1-4f47-a543-b96706123018,https://images.kiranaclub.ai/widget3/June/29/d35b9649-5dc7-403f-a6e6-d75212480bff/1782740231416.webp
B03,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-20,13:30,~1ni5i34,95974641-9e28-402e-a327-a4204bdce048,https://images.kiranaclub.ai/widget3/June/29/e0c0d308-ab20-4693-b23b-ae077215c0b6/1782740914588.webp
B04,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-22,13:30,1jn520m,32b8a11b-6fd1-41c2-8656-64926df51c69,https://images.kiranaclub.ai/widget3/July/7/66cddc5b-9a11-4d39-8e92-2465a3425ed1/1783423437976.webp
B05,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-23,13:30,37hff4b,c3311d4e-9d0a-4027-b5a6-bf88256d0999,https://images.kiranaclub.ai/widget3/July/7/c838920d-3c6a-4d45-badb-395ed8c4dc8b/1783424031314.webp
B06,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-24,13:30,~81shi,f2a3b7c4-a827-4420-aece-be350e377d89,https://images.kiranaclub.ai/widget3/July/7/2006d3ee-11ac-4cdb-a84c-f0854700baed/1783424714180.webp
B07,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-25,13:30,1n21jfl,3bb8e66a-5567-411a-9a4e-719346ebab70,https://images.kiranaclub.ai/widget3/July/7/bb16325b-7805-41db-9f96-c7049e4389d4/1783429496999.webp
B08,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-26,13:30,~214ron0,98051741-5bb9-4e3b-99c6-526434446ff8,https://images.kiranaclub.ai/widget3/July/7/3549d488-b72a-4fcb-a156-8c184d107700/1783429892268.webp
B09,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 19:30 - Image PN",2026-07-27,19:30,~10l0ca2,df44890d-e4a4-4a51-9cc1-85893f1ecccc,https://images.kiranaclub.ai/widget3/July/9/96759f64-166a-4385-8b6a-6c00b0b578cc/1783583415688.webp
B10,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-27,13:30,1d7bose,9be45535-e7fa-4c2c-ba21-1988c5519405,https://images.kiranaclub.ai/widget3/July/7/1ebef671-8288-4657-acce-e477316fd50f/1783430196803.webp
B11,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-28,13:30,~jqahnn,41669953-06e7-4002-a262-bce14cde74bb,https://images.kiranaclub.ai/widget3/July/9/633e23c0-3334-44f2-bb0d-8682c495c908/1783582951398.webp
B12,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-28,13:30,~1afj6le,9be45535-e7fa-4c2c-ba21-1988c5519405,https://images.kiranaclub.ai/widget3/July/7/1ebef671-8288-4657-acce-e477316fd50f/1783430196803.webp
B13,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-29,13:30,~1qq27c4,aa194dde-d610-4071-a870-e462a83bcbd4,https://images.kiranaclub.ai/widget3/July/28/a27e3f7d-7cda-4d92-9b1a-dcfde0f2df99/1785232695142.webp
B14,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-07-31,13:30,~1h2ccpf,79efd556-f80a-40a5-8d92-da0743056792,https://images.kiranaclub.ai/widget3/July/30/6feb61ed-bca4-4412-9a66-5636bb40adec/1785394566631.webp
B15,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-01,13:30,37hff03,90211aaa-06bb-40d4-b894-7f542c271d42,https://images.kiranaclub.ai/widget3/July/30/45874d8b-832d-490e-a591-b0edada8551e/1785439097260.webp
B16,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-02,13:30,~27kl1r1,3dd0aeda-2a99-4a44-854f-3616a2fdc0ad,https://images.kiranaclub.ai/widget3/July/30/049c9dc8-9db8-499b-a1e1-16585b2d04b3/1785441581675.webp
B17,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-03,13:30,2k73edb,0b255a10-8c66-4081-acea-ef51df5c3e7b,https://images.kiranaclub.ai/widget3/July/30/d7313126-b7d3-439b-b463-b8f64172c27a/1785443814108.webp
B18,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-04,13:30,2gs6prj,4f11cb0f-c0f0-4652-9625-ae01e45d49cf,https://images.kiranaclub.ai/widget3/July/30/d1282db0-fa8f-42af-992b-6da853818bd3/1785446675813.webp
B19,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-06,13:30,1jn517g,229155ae-12b5-4b42-a7b9-7b3f1fe2cbf6,https://images.kiranaclub.ai/widget3/July/27/5994b9ed-89a7-4f7a-a5f4-98d6192d61e9/1785156000911.webp
B20,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-07,13:30,1n21im9,e75ead4c-1143-4aff-aabc-27466c9b0c0a,https://images.kiranaclub.ai/widget3/July/27/6822e7f3-5551-47bf-b337-eb394199c222/1785157067790.webp
B21,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-08,13:30,1d7bo71,e441f9df-d9aa-473f-93eb-e4f43503db0a,https://images.kiranaclub.ai/widget3/July/17/f91cc993-e7c4-4417-a896-108de5f2d67c/1784290577243.webp
B22,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-09,13:30,1gf8cln,31b13671-db4b-4e77-b0c2-f76a1b812466,https://images.kiranaclub.ai/widget3/July/17/5ce9218a-7396-45d8-853f-98d15ff225ed/1784291468104.webp
B23,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-10,13:30,~1h2cdec,ce80491f-c06d-41ac-aa90-2a987d872347,https://images.kiranaclub.ai/widget3/July/17/65c951ed-d3a9-4825-b5b4-6c2e94b5428e/1784293002323.webp
B24,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-11,13:30,~2ra0kl5,290746bb-5bfd-4a9c-bd22-5425b817a7ee,https://images.kiranaclub.ai/widget3/July/20/15572a70-dc94-4db6-a20c-b1da49a7b549/1784548622378.webp
B25,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-12,13:30,~3bcg3m6,378b3d71-a556-41a1-83a9-0e3431327fed,https://images.kiranaclub.ai/widget3/July/20/7b6732d2-91e2-42b4-82d9-b22839d02089/1784548936033.webp
B26,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-13,13:30,mi34na,cf8b31da-f791-4fb1-8220-5cee09d0b3f1,https://images.kiranaclub.ai/widget3/August/6/a5e20dd1-5bf0-4df3-a1de-05be8c5e783c/1786019880015.webp
B27,"Reactivation Exp (Image PN, Shop/Scheme/FMCG)","Reactivation Exp (Image PN, Shop/Scheme/FMCG) 13:30 - Image PN",2026-08-14,13:30,ppsm93,ea0fa150-5223-4e26-a3c1-ea803394c0bd,https://images.kiranaclub.ai/widget3/August/6/f001ed12-54d4-417c-ad08-db84693fe9a8/1786020044590.webp
